date,direction,gap_pts_at_lon,zone_width_pts,wave_bars,wave_extension_pts,wave_total_pts,pts_per_bar,slope_pts_bar,r2,avg_body_pts,avg_range_pts,body_ratio,pct_directional,rsi_at_peak,bb_pctb_at_peak,bb_width_pts_peak,bb_expanding,bb_width_chg_pct,macd_hist_peak,ema20_dist_pts,atr_mult,rsi_divergence,macd_divergence,reached_far_edge,max_progress_pct,pullback_pts
2024-07-30,SHORT,630.0,90.0,24,1560.0,2190.0,67.8,33.29,0.126,231.2,418.7,0.552,58.3,79.1,1.07,2818.8,True,120.5,240.14,1606.2,3.46,False,False,True,218.1,2290.0
2024-08-01,SHORT,1230.0,580.0,12,2300.0,3530.0,209.1,189.48,0.851,265.0,539.2,0.491,83.3,79.1,0.822,5357.1,True,72.8,159.49,1726.9,3.32,False,True,False,57.5,610.0
2024-08-02,LONG,400.0,360.0,34,11140.0,11540.0,337.6,-391.97,0.851,417.9,766.2,0.545,67.6,8.3,0.268,15945.7,True,582.0,-355.73,-3695.2,3.98,False,False,False,88.2,690.0
2024-08-05,LONG,2760.0,400.0,28,6230.0,8990.0,230.7,-158.35,0.614,679.6,1231.8,0.552,57.1,30.1,0.059,5387.2,True,3.7,-213.4,-2377.0,2.07,False,False,False,34.2,4260.0
2024-08-06,SHORT,1680.0,1480.0,18,2060.0,3740.0,121.2,128.44,0.789,220.0,594.4,0.37,72.2,77.4,0.925,3136.4,True,18.9,84.56,1333.2,2.5,False,True,False,33.2,2370.0
2024-08-07,SHORT,2500.0,330.0,12,690.0,3190.0,62.7,127.62,0.497,323.3,597.5,0.541,58.3,60.8,0.751,2882.3,True,49.9,54.75,724.8,1.25,False,False,False,48.1,1050.0
2024-08-08,LONG,560.0,1570.0,5,380.0,940.0,95.0,-88.0,0.648,128.0,440.0,0.291,40.0,33.8,0.059,1534.2,False,-7.1,-20.57,-676.8,1.49,False,True,True,268.5,2780.0
2024-08-19,LONG,3950.0,150.0,52,2030.0,5980.0,39.8,-64.76,0.591,277.5,473.1,0.587,53.8,31.5,0.049,1871.9,False,-59.2,-10.14,-844.2,2.45,True,True,False,50.5,60.0
2024-08-20,SHORT,350.0,280.0,2,200.0,550.0,200.0,200.0,1.0,120.0,485.0,0.247,50.0,50.2,0.481,1039.9,False,-10.8,-63.48,-19.6,0.05,False,False,True,825.4,5280.0
2024-08-23,LONG,1720.0,540.0,45,6780.0,8500.0,154.1,-187.67,0.633,454.9,763.3,0.596,57.8,25.7,0.239,10787.3,True,1123.4,-141.06,-2818.8,3.23,False,False,True,117.3,780.0
2024-08-28,SHORT,2350.0,280.0,43,3560.0,5910.0,84.8,74.87,0.674,316.7,593.5,0.534,53.5,66.1,0.877,2725.2,False,-18.2,71.27,1028.6,1.93,False,False,False,16.0,640.0
2024-09-02,LONG,1450.0,10.0,7,450.0,1900.0,75.0,-21.07,0.015,352.9,501.4,0.704,71.4,34.1,-0.073,1577.0,True,28.8,-77.68,-903.7,2.12,True,False,False,91.1,710.0
2024-09-04,LONG,710.0,870.0,32,3390.0,4100.0,109.4,-59.16,0.238,325.3,606.9,0.536,62.5,20.6,0.011,5608.5,True,387.5,-454.76,-2744.0,2.96,False,False,True,103.2,510.0
2024-09-06,LONG,1940.0,70.0,23,1110.0,3050.0,50.5,42.45,0.161,308.7,662.6,0.466,52.2,26.9,-0.341,2702.2,True,20.0,-110.14,-2272.9,1.89,True,False,True,268.2,4420.0
2024-09-09,SHORT,1500.0,380.0,17,3230.0,4730.0,201.9,139.39,0.727,342.4,542.4,0.631,64.7,76.7,0.926,3820.7,True,111.1,84.78,1626.1,3.3,False,False,False,2.1,930.0
2024-09-11,LONG,2420.0,140.0,2,480.0,2900.0,480.0,-480.0,1.0,295.0,675.0,0.437,50.0,39.6,0.282,2444.4,False,-1.1,106.42,-533.8,1.04,False,False,True,162.9,3560.0
2024-09-12,SHORT,190.0,560.0,4,230.0,420.0,76.7,59.0,0.251,137.5,405.0,0.34,50.0,62.3,0.958,1172.4,True,16.9,63.5,537.0,1.36,False,False,True,708.0,5400.0
2024-09-13,LONG,330.0,360.0,11,2610.0,2940.0,261.0,-199.09,0.764,416.4,660.9,0.63,63.6,30.9,0.039,2749.1,True,90.6,-120.28,-1266.0,2.11,False,False,False,43.5,2060.0
2024-09-17,SHORT,170.0,170.0,43,2440.0,2610.0,58.1,95.78,0.807,273.5,540.5,0.506,53.5,68.8,0.883,2629.3,True,114.0,28.88,1006.7,1.95,False,False,True,511.8,130.0
2024-09-18,LONG,270.0,1130.0,46,4900.0,5170.0,108.9,-2.49,0.001,354.8,619.8,0.572,52.2,23.1,-0.182,5823.3,True,545.5,-487.01,-3971.9,3.24,False,False,False,62.9,5690.0
2024-09-27,SHORT,700.0,330.0,2,490.0,1190.0,490.0,490.0,1.0,590.0,1135.0,0.52,100.0,51.5,0.542,3789.6,False,-0.1,-141.77,160.3,0.16,False,False,True,498.1,3200.0
2024-10-03,SHORT,1930.0,370.0,31,2340.0,4270.0,78.0,29.36,0.337,255.2,625.2,0.408,45.2,70.0,1.31,1991.1,True,24.6,113.57,1612.3,1.8,False,False,False,22.2,1050.0
2024-10-04,LONG,530.0,330.0,19,210.0,740.0,11.7,-10.7,0.06,154.7,371.6,0.416,68.4,38.7,0.083,980.1,False,-24.4,-42.84,-408.5,1.2,False,False,True,967.4,6460.0
2024-10-07,LONG,180.0,100.0,45,1230.0,1410.0,28.0,-28.96,0.406,268.0,549.6,0.488,64.4,37.7,0.116,1425.2,True,19.4,-63.31,-547.2,1.25,False,False,True,378.6,1300.0
2024-10-08,LONG,400.0,200.0,4,1180.0,1580.0,393.3,-445.0,0.865,347.5,575.0,0.604,75.0,32.1,-0.255,1227.5,True,110.6,-66.91,-926.4,2.02,False,False,True,358.3,2130.0
2024-10-09,SHORT,2160.0,110.0,48,2250.0,4410.0,47.9,62.07,0.825,227.7,431.9,0.527,56.2,68.9,0.888,2192.6,True,37.6,10.85,851.4,2.26,True,True,False,48.9,0.0
2024-10-14,LONG,550.0,70.0,1,0.0,550.0,0.0,0.0,0.0,70.0,230.0,0.304,100.0,40.9,0.129,765.2,False,0.0,-81.94,-283.7,1.2,False,False,True,611.3,2660.0
2024-10-16,SHORT,1110.0,220.0,50,2360.0,3470.0,48.2,60.78,0.599,205.6,421.4,0.488,58.0,78.0,0.878,2342.1,False,-15.5,37.21,885.7,3.04,False,True,True,124.8,300.0
2024-10-17,SHORT,810.0,280.0,26,2200.0,3010.0,88.0,10.25,0.007,301.5,563.5,0.535,34.6,75.0,1.052,4397.3,True,222.2,361.24,2426.6,2.56,False,False,True,173.4,510.0
2024-10-23,SHORT,2210.0,290.0,22,2330.0,4540.0,111.0,100.49,0.709,214.5,434.1,0.494,63.6,82.9,0.979,3151.7,True,49.0,141.3,1508.6,3.18,False,False,False,20.4,1450.0
2024-10-25,SHORT,460.0,280.0,51,2380.0,2840.0,47.6,53.01,0.547,229.0,422.4,0.542,52.9,76.7,0.814,3412.4,True,214.3,71.45,1073.1,3.06,False,False,True,213.5,0.0
2024-10-28,SHORT,540.0,110.0,1,0.0,540.0,0.0,0.0,0.0,150.0,280.0,0.536,0.0,43.5,0.146,1376.6,False,0.0,-186.62,-487.5,1.32,False,False,True,496.9,1720.0
2024-10-31,LONG,320.0,120.0,14,1640.0,1960.0,126.2,-53.03,0.274,250.0,505.0,0.495,50.0,27.4,0.053,2615.4,True,59.2,-77.64,-1168.1,2.4,False,True,True,318.2,550.0
2024-11-06,SHORT,10690.0,200.0,23,3800.0,14490.0,172.7,157.61,0.35,701.7,1191.7,0.589,56.5,70.6,0.921,7717.9,True,5.7,293.09,3247.2,2.79,False,False,False,29.3,2950.0
2024-11-07,SHORT,8290.0,200.0,12,1380.0,9670.0,125.5,80.98,0.323,573.3,865.8,0.662,50.0,52.0,0.666,2870.7,True,1.6,149.95,475.8,0.65,False,False,False,69.6,3400.0
2024-11-08,SHORT,5290.0,200.0,41,6720.0,12010.0,168.0,118.96,0.651,456.1,773.4,0.59,58.5,80.6,1.092,6241.7,True,615.4,376.55,3695.1,3.88,False,False,False,24.4,1310.0
2024-11-11,SHORT,380.0,20.0,28,5820.0,6200.0,215.6,176.05,0.867,418.2,665.4,0.629,67.9,75.8,1.051,3889.9,True,127.2,105.42,2144.8,3.5,False,False,True,125.0,1150.0
2024-11-12,SHORT,7300.0,20.0,41,4080.0,11380.0,102.0,72.55,0.676,369.8,700.0,0.528,61.0,73.9,0.928,4392.2,True,108.9,210.19,1880.3,2.66,False,False,False,8.7,1680.0
2024-11-13,SHORT,10870.0,20.0,48,4150.0,15020.0,88.3,100.7,0.435,510.4,911.9,0.56,54.2,66.9,0.728,7423.2,True,239.5,96.0,1691.9,2.0,False,True,False,35.4,1030.0
2024-11-14,SHORT,16630.0,20.0,17,3540.0,20170.0,221.2,271.32,0.87,334.7,724.1,0.462,64.7,77.7,0.861,5849.2,True,279.6,257.87,2113.8,2.86,False,False,False,17.9,3520.0
2024-11-15,SHORT,16260.0,20.0,35,2120.0,18380.0,62.4,42.79,0.118,406.6,879.1,0.462,51.4,67.9,0.804,6476.7,True,241.7,434.32,1970.9,1.7,False,False,False,19.2,1750.0
2024-11-22,SHORT,4500.0,260.0,9,8550.0,13050.0,1068.8,702.0,0.327,1528.9,1936.7,0.789,55.6,84.0,1.458,8914.2,True,275.1,598.64,8538.6,4.37,False,False,False,54.2,4850.0
2024-11-26,SHORT,1090.0,150.0,46,660.0,1750.0,14.7,12.34,0.011,584.8,999.3,0.585,45.7,62.7,0.838,4463.9,True,49.7,169.28,1507.2,1.8,False,False,True,483.9,800.0
2024-12-02,SHORT,1510.0,30.0,37,4980.0,6490.0,138.3,78.66,0.376,471.4,912.4,0.517,59.5,71.7,0.841,6965.5,True,536.7,390.15,2371.9,2.37,False,False,False,44.8,2500.0
2024-12-03,SHORT,4140.0,30.0,1,0.0,4140.0,0.0,0.0,0.0,780.0,850.0,0.918,0.0,42.5,-0.027,1157.3,False,0.0,-104.17,-610.3,1.19,False,False,False,87.8,1640.0
2024-12-04,SHORT,2980.0,30.0,29,3180.0,6160.0,113.6,73.86,0.588,337.9,712.8,0.474,62.1,66.1,0.948,2488.3,False,-14.9,102.03,1113.7,1.41,False,False,False,82.1,3330.0
2024-12-05,SHORT,430.0,30.0,10,1530.0,1960.0,170.0,105.58,0.268,487.0,788.0,0.618,50.0,55.0,0.721,2753.6,True,19.2,128.65,607.7,0.87,False,False,True,771.7,4970.0
2024-12-19,SHORT,10890.0,40.0,40,4610.0,15500.0,118.2,75.59,0.452,428.5,879.5,0.487,50.0,73.3,1.037,5588.4,True,272.8,358.66,3002.6,2.82,False,False,False,14.4,760.0
2024-12-20,SHORT,13470.0,40.0,2,200.0,13670.0,200.0,200.0,1.0,390.0,685.0,0.569,50.0,36.1,0.075,2832.9,True,14.4,-262.38,-1204.8,1.77,False,True,False,48.0,6360.0
2024-12-23,LONG,230.0,90.0,1,0.0,230.0,0.0,0.0,0.0,90.0,300.0,0.3,100.0,55.4,0.832,743.6,False,0.0,76.98,246.6,0.73,False,False,True,1603.1,2830.0
2024-12-31,SHORT,230.0,10.0,42,5560.0,5790.0,135.6,153.94,0.86,351.0,704.0,0.498,57.1,78.8,0.869,6122.2,True,593.3,222.56,2257.8,2.88,False,False,True,600.0,930.0
2025-01-02,SHORT,3220.0,10.0,39,11250.0,14470.0,296.1,247.73,0.904,519.7,997.4,0.521,64.1,82.9,0.999,8938.4,True,620.3,468.99,4462.9,3.14,False,False,False,13.0,670.0
2025-01-03,SHORT,10850.0,10.0,34,1180.0,12030.0,35.8,-25.14,0.149,349.7,650.3,0.538,44.1,64.3,1.11,2636.4,True,99.7,208.81,1607.1,2.1,False,False,False,15.6,2760.0
2025-01-09,SHORT,1870.0,290.0,4,1580.0,3450.0,526.7,559.0,0.961,465.0,745.0,0.624,75.0,74.1,0.983,3712.0,True,32.8,217.62,1794.3,2.9,False,False,False,71.8,1410.0
2025-01-10,SHORT,3490.0,290.0,38,4530.0,8020.0,122.4,121.11,0.451,567.9,1085.3,0.523,39.5,67.8,0.835,9178.5,True,242.0,317.21,3074.3,1.86,False,False,False,61.1,1290.0
2025-01-13,SHORT,1950.0,350.0,12,2460.0,4410.0,223.6,55.63,0.056,612.5,1019.2,0.601,41.7,68.7,1.35,2790.7,False,-33.6,41.8,2370.8,2.19,False,False,False,51.3,2040.0
2025-01-20,LONG,2120.0,700.0,33,11490.0,13610.0,359.1,-199.36,0.388,688.5,1060.9,0.649,42.4,17.9,-0.009,15009.4,True,598.4,-1091.24,-7637.9,3.87,False,False,False,22.3,2290.0
2025-01-21,LONG,8560.0,700.0,47,5320.0,13880.0,115.7,-158.72,0.653,456.6,880.9,0.518,63.8,25.9,0.177,6619.8,True,75.2,-98.12,-2141.4,2.78,False,False,False,33.9,1230.0
2025-01-22,LONG,11990.0,700.0,14,3690.0,15680.0,283.8,-287.16,0.888,402.1,735.0,0.547,85.7,22.5,0.032,5027.4,True,226.4,-373.89,-2354.7,3.07,False,False,False,9.0,3940.0
2025-01-23,LONG,9740.0,700.0,44,4200.0,13940.0,97.7,-52.49,0.414,361.4,772.0,0.468,61.4,29.2,-0.01,4576.0,True,272.6,-317.92,-2334.7,2.23,False,False,False,14.2,1180.0
2025-01-24,LONG,15330.0,700.0,41,5650.0,20980.0,141.2,-60.12,0.209,432.2,861.7,0.502,65.9,25.0,0.232,7578.3,True,150.3,-309.22,-2027.2,2.51,False,False,False,1.6,1960.0
2025-01-27,SHORT,1230.0,450.0,6,250.0,1480.0,50.0,-47.43,0.041,523.3,725.0,0.722,50.0,60.0,0.895,1857.3,True,13.1,-66.88,732.8,1.13,True,True,True,476.8,4350.0
2025-01-28,SHORT,2170.0,450.0,21,1350.0,3520.0,67.5,17.75,0.044,377.1,702.9,0.537,47.6,61.6,0.916,2113.8,True,39.5,39.08,880.3,1.39,False,False,False,29.0,930.0
2025-01-29,SHORT,1860.0,450.0,28,4380.0,6240.0,162.2,129.23,0.841,380.0,699.3,0.543,60.7,69.8,1.008,2881.3,True,76.1,86.02,1463.8,2.07,False,False,False,10.8,3060.0
2025-01-30,SHORT,3020.0,450.0,20,1560.0,4580.0,82.1,109.62,0.671,284.5,601.0,0.473,55.0,68.3,0.887,3166.0,True,87.7,176.32,1224.9,2.04,False,False,True,129.4,3000.0
2025-01-31,SHORT,4520.0,450.0,51,3320.0,7840.0,66.4,3.25,0.001,539.2,1010.2,0.534,49.0,62.5,0.743,8467.4,True,464.1,497.19,2057.5,1.51,False,False,False,63.2,0.0
2025-02-04,LONG,6290.0,60.0,47,8430.0,14720.0,183.3,-172.03,0.809,392.3,776.8,0.505,63.8,22.1,0.195,6106.5,True,46.2,25.23,-1860.8,2.5,False,True,False,6.9,330.0
2025-02-05,LONG,15950.0,60.0,36,4100.0,20050.0,117.1,-70.66,0.549,393.6,803.1,0.49,58.3,37.3,0.027,2072.6,True,2.9,-4.89,-980.3,1.1,False,True,False,4.6,1610.0
2025-02-06,LONG,16280.0,60.0,47,1940.0,18220.0,42.2,-37.6,0.227,382.6,685.1,0.558,53.2,28.4,-0.064,3884.1,True,139.4,-248.5,-2191.5,2.92,False,False,False,19.0,1090.0
2025-02-07,LONG,16210.0,60.0,8,1900.0,18110.0,271.4,-258.33,0.975,273.8,530.0,0.517,100.0,26.3,0.057,2568.2,True,86.6,-212.79,-1137.3,2.5,False,False,False,32.2,4450.0
2025-02-11,SHORT,950.0,390.0,1,0.0,950.0,0.0,0.0,0.0,390.0,600.0,0.65,100.0,56.7,0.653,1508.4,False,0.0,-54.86,231.2,0.7,False,False,True,453.7,4820.0
2025-02-17,LONG,660.0,260.0,3,80.0,740.0,40.0,-40.0,0.842,110.0,420.0,0.262,100.0,50.1,0.514,1327.2,False,-6.7,48.7,18.4,0.04,False,False,True,188.0,190.0
2025-02-21,LONG,3200.0,260.0,1,0.0,3200.0,0.0,0.0,0.0,770.0,940.0,0.819,100.0,50.0,0.483,1847.8,False,0.0,78.22,-30.5,0.07,False,False,False,79.2,1360.0
2025-02-25,SHORT,920.0,740.0,13,630.0,1550.0,52.5,28.35,0.118,394.6,689.2,0.573,61.5,58.5,1.01,1268.4,True,14.5,67.51,646.7,1.1,False,False,True,271.1,3870.0
2025-03-10,SHORT,1210.0,100.0,48,2340.0,3550.0,49.8,16.36,0.043,450.2,836.7,0.538,47.9,66.6,1.029,3167.8,True,55.6,163.66,1676.5,2.24,False,False,True,193.1,530.0
2025-03-11,LONG,1950.0,670.0,47,4050.0,6000.0,88.0,-50.82,0.511,430.6,784.3,0.549,57.4,33.9,0.176,3430.9,True,30.2,-87.2,-1112.5,1.83,False,False,False,48.9,670.0
2025-03-12,SHORT,2150.0,60.0,24,1360.0,3510.0,59.1,31.89,0.099,315.8,826.3,0.382,45.8,71.9,1.102,2956.5,True,89.1,200.27,1779.3,1.51,False,False,True,129.0,2040.0
2025-03-17,SHORT,170.0,300.0,2,360.0,530.0,360.0,360.0,1.0,215.0,510.0,0.422,50.0,57.5,0.766,1115.8,True,0.4,17.62,297.2,0.67,False,False,True,940.4,3610.0
2025-03-18,SHORT,620.0,370.0,23,730.0,1350.0,33.2,48.68,0.114,342.2,612.6,0.559,56.5,67.4,0.901,3805.2,True,221.3,321.54,1527.0,2.13,False,False,True,311.1,3370.0
2025-03-19,SHORT,2710.0,230.0,43,3370.0,6080.0,80.2,57.42,0.612,374.2,654.4,0.572,53.5,69.5,0.985,2960.0,True,8.6,110.61,1436.3,2.58,True,True,False,48.6,3400.0
2025-03-24,LONG,730.0,290.0,17,930.0,1660.0,58.1,-38.75,0.181,328.8,667.1,0.493,64.7,33.5,0.02,2255.4,True,4.3,-76.28,-1082.2,1.71,True,True,True,479.4,4430.0
2025-03-26,SHORT,630.0,300.0,50,3160.0,3790.0,64.5,61.48,0.643,310.6,618.6,0.502,56.0,71.3,0.853,4389.8,True,158.4,162.96,1548.4,2.59,False,False,True,133.3,350.0
2025-03-27,LONG,2180.0,420.0,35,3080.0,5260.0,90.6,-59.32,0.453,474.3,785.4,0.604,48.6,31.8,-0.277,3084.1,True,110.5,-191.32,-2395.4,2.49,False,False,False,51.9,1710.0
2025-04-02,SHORT,900.0,40.0,1,0.0,900.0,0.0,0.0,0.0,610.0,760.0,0.803,100.0,61.1,0.865,1394.7,False,0.0,37.67,509.6,1.24,False,False,True,645.7,4720.0
2025-04-03,LONG,5970.0,5430.0,31,11770.0,17740.0,392.3,-388.93,0.852,1031.0,1901.0,0.542,54.8,30.6,0.008,7229.9,False,-16.9,171.31,-3559.7,1.9,True,True,False,19.5,8310.0
2025-04-08,LONG,5710.0,370.0,49,670.0,6380.0,14.0,-18.39,0.033,676.3,1169.2,0.578,49.0,33.2,0.134,7270.6,True,163.9,-397.83,-2662.6,2.32,False,False,False,95.6,1210.0
2025-04-09,LONG,5480.0,1570.0,23,2640.0,8120.0,120.0,-119.21,0.359,711.7,1447.8,0.492,60.9,34.0,0.001,5710.7,False,-3.6,-300.64,-2847.1,1.87,False,False,True,160.3,11400.0
2025-04-11,LONG,7590.0,1580.0,7,6850.0,14440.0,1141.7,-1015.36,0.898,1538.6,3155.7,0.488,100.0,23.8,-0.027,13336.1,True,69.3,-783.49,-7025.4,2.71,False,False,False,42.4,6270.0
2025-04-16,LONG,5400.0,390.0,50,2830.0,8230.0,57.8,-23.36,0.147,571.2,1093.2,0.523,52.0,33.6,-0.154,3312.4,False,-29.7,-199.85,-2167.3,1.96,False,False,False,35.1,740.0
2025-04-21,LONG,4960.0,170.0,11,3600.0,8560.0,360.0,-357.36,0.882,518.2,937.3,0.553,81.8,26.9,0.029,4982.7,True,23.2,-37.39,-2347.8,2.53,False,False,False,36.5,3410.0
2025-04-22,SHORT,260.0,140.0,49,5730.0,5990.0,119.4,115.06,0.815,488.8,903.3,0.541,61.2,67.1,0.79,6437.5,True,42.4,137.63,1864.9,2.15,False,True,True,160.0,210.0
2025-04-23,LONG,3400.0,1630.0,11,2120.0,5520.0,212.0,-254.0,0.537,578.2,1012.7,0.571,72.7,35.3,0.074,4375.1,True,66.9,-340.87,-1862.5,1.97,False,False,True,151.7,9010.0
2025-04-24,LONG,2590.0,350.0,51,2440.0,5030.0,48.8,6.16,0.018,389.2,800.4,0.486,54.9,34.7,0.021,3037.0,True,21.4,-199.25,-1455.6,2.17,True,False,False,37.8,0.0
2025-04-25,SHORT,1540.0,1280.0,27,1750.0,3290.0,67.3,24.96,0.133,399.6,785.2,0.509,55.6,59.0,0.905,2199.4,False,-35.8,123.81,890.5,1.15,False,False,False,42.9,2480.0
2025-04-29,SHORT,880.0,950.0,20,2280.0,3160.0,120.0,128.05,0.816,366.0,705.5,0.519,60.0,63.2,0.783,3354.4,True,20.4,72.57,948.9,1.51,False,False,False,76.5,980.0
2025-05-01,SHORT,3910.0,160.0,35,3070.0,6980.0,90.3,82.6,0.301,499.1,874.3,0.571,57.1,75.2,0.941,7296.2,True,98.6,437.88,3220.5,2.96,False,False,False,85.7,1510.0
2025-05-02,LONG,2480.0,300.0,28,4370.0,6850.0,161.9,-101.02,0.451,510.7,985.7,0.518,57.1,28.8,-0.097,4662.2,True,54.3,-220.12,-2785.6,2.02,False,False,False,64.7,5130.0
2025-05-13,LONG,1270.0,530.0,51,6300.0,7570.0,126.0,-141.45,0.862,352.2,742.9,0.474,62.7,26.0,0.023,2916.3,True,57.7,1.38,-1391.1,2.63,False,False,False,27.8,0.0
2025-05-15,LONG,3050.0,480.0,25,300.0,3350.0,12.5,20.73,0.042,406.4,854.4,0.476,44.0,35.0,-0.027,3012.5,False,-12.1,-133.85,-1586.2,1.57,True,True,False,89.8,1790.0
2025-05-16,LONG,2010.0,360.0,1,0.0,2010.0,0.0,0.0,0.0,140.0,750.0,0.187,100.0,38.0,0.264,2076.9,False,0.0,-18.67,-489.9,0.83,False,False,True,290.3,4980.0
2025-05-19,LONG,1170.0,400.0,15,5150.0,6320.0,367.9,-354.18,0.935,506.7,922.0,0.55,73.3,19.1,0.199,9295.9,True,345.9,-283.26,-2796.3,3.16,False,False,False,32.5,2930.0
2025-05-21,LONG,2900.0,250.0,42,3140.0,6040.0,76.6,-61.2,0.562,423.6,846.9,0.5,54.8,33.9,0.073,2974.6,True,17.4,-85.82,-1271.3,1.59,False,False,False,34.3,2110.0
2025-05-26,LONG,3080.0,40.0,1,0.0,3080.0,0.0,0.0,0.0,150.0,410.0,0.366,100.0,39.3,0.14,1297.8,False,0.0,89.66,-467.3,0.85,False,False,True,107.4,2310.0
2025-05-27,SHORT,2040.0,270.0,36,4400.0,6440.0,125.7,45.4,0.27,344.2,733.9,0.469,50.0,74.5,0.927,4383.5,False,-2.4,204.22,1872.4,2.33,False,False,False,7.8,760.0
2025-06-09,LONG,1660.0,150.0,11,1290.0,2950.0,129.0,-98.09,0.61,358.2,574.5,0.623,72.7,32.6,0.003,2347.9,True,103.1,-70.67,-1166.1,2.04,False,False,True,154.7,1550.0
2025-06-12,LONG,460.0,1150.0,23,8170.0,8630.0,371.4,-327.81,0.926,577.4,1011.7,0.571,69.6,19.0,0.002,7741.8,True,385.7,-224.96,-3852.1,3.47,False,False,False,46.0,3070.0
2025-06-19,SHORT,1490.0,290.0,40,580.0,2070.0,14.9,23.4,0.238,278.2,598.5,0.465,55.0,61.9,0.793,2376.3,True,29.7,106.53,696.3,1.34,False,False,True,155.1,3150.0
2025-06-24,LONG,1110.0,1910.0,30,2790.0,3900.0,96.2,-34.15,0.141,410.7,751.0,0.547,56.7,29.1,-0.289,3347.4,True,74.6,-129.9,-2642.6,2.65,False,False,False,68.2,1280.0
2025-06-26,LONG,2570.0,1630.0,39,2640.0,5210.0,69.5,3.99,0.003,453.6,856.4,0.53,48.7,34.3,-0.03,3347.3,True,38.9,-162.22,-1773.5,2.0,True,False,False,28.8,2020.0
