signal,pair,entry_time,exit_time,direction,entry,exit_px,sl_pts_dxy,dxy_outcome,outcome,r_val
REV_SHORT,USDCAD,2025-06-20 11:45:00+00:00,2025-06-20 14:00:00+00:00,short,1.37051,1.37351,3000,loss,loss,-1.0
GAP_REJ_LONG,USDCAD,2025-07-04 06:15:00+00:00,2025-07-04 07:30:00+00:00,long,1.35701,1.35882,1810,win,win,1.0
GAP_REJ_SHORT,USDCAD,2025-07-28 06:30:00+00:00,2025-07-29 00:45:00+00:00,short,1.37139,1.37425,2860,loss,loss,-1.0
REV_LONG,USDCAD,2025-07-28 07:15:00+00:00,2025-07-29 06:45:00+00:00,long,1.3717,1.3747,3000,win,win,1.0
GAP_REJ_SHORT,USDCAD,2025-10-13 09:00:00+00:00,2025-10-13 12:15:00+00:00,short,1.39992,1.40108,1160,loss,loss,-1.0
REV_SHORT,USDCAD,2025-10-17 07:00:00+00:00,2025-10-17 11:00:00+00:00,short,1.40584,1.40284,3000,loss,win,1.0
REV_SHORT,USDCAD,2025-10-28 07:00:00+00:00,2025-10-28 14:15:00+00:00,short,1.40005,1.39705,3000,loss,win,1.0
REV_SHORT,USDCAD,2025-10-28 07:15:00+00:00,2025-10-28 14:15:00+00:00,short,1.40005,1.39705,3000,loss,win,1.0
REV_SHORT,USDCAD,2025-10-28 09:30:00+00:00,2025-10-28 14:15:00+00:00,short,1.39966,1.39666,3000,loss,win,1.0
REV_SHORT,USDCAD,2025-10-28 09:45:00+00:00,2025-10-28 14:15:00+00:00,short,1.39972,1.39672,3000,loss,win,1.0
REV_SHORT,USDCAD,2025-10-28 10:00:00+00:00,2025-10-28 14:15:00+00:00,short,1.39963,1.39663,3000,loss,win,1.0
GAP_REJ_SHORT,USDCAD,2025-11-04 06:30:00+00:00,2025-11-04 07:15:00+00:00,short,1.40654,1.40614,400,win,win,1.0
REV_SHORT,USDCAD,2025-11-27 07:45:00+00:00,2025-11-28 13:30:00+00:00,short,1.40342,1.40042,3000,win,win,1.0
REV_SHORT,USDCAD,2026-01-20 07:00:00+00:00,2026-01-20 11:00:00+00:00,short,1.38534,1.38234,3000,win,win,1.0
ATTR_LONG,USDCAD,2026-02-09 08:00:00+00:00,2026-02-09 12:45:00+00:00,long,1.36438,1.36097,3410,loss,loss,-1.0
ATTR_LONG,USDCAD,2026-02-23 07:45:00+00:00,2026-02-23 10:00:00+00:00,long,1.36685,1.36751,660,win,win,1.0
REV_LONG,USDCAD,2026-03-09 08:00:00+00:00,2026-03-09 11:30:00+00:00,long,1.356,1.353,3000,loss,loss,-1.0
REV_LONG,USDCAD,2026-03-25 07:45:00+00:00,2026-03-25 18:30:00+00:00,long,1.37829,1.38129,3000,win,win,1.0
ATTR_LONG,USDCAD,2026-04-13 06:30:00+00:00,2026-04-13 07:30:00+00:00,long,1.38566,1.38465,1010,loss,loss,-1.0
REV_LONG,USDCAD,2026-04-28 09:45:00+00:00,2026-04-28 14:45:00+00:00,long,1.36543,1.36843,3000,win,win,1.0
GAP_REJ_LONG,USDCAD,2026-05-11 07:45:00+00:00,2026-05-11 08:00:00+00:00,long,1.36715,1.36702,130,loss,loss,-1.0
REV_LONG,USDCAD,2026-05-15 08:45:00+00:00,2026-05-15 20:45:00+00:00,long,1.3748,1.37444,3000,timeout,timeout,0.0
LON_ATTR_SHORT,USDCAD,2023-10-09 10:45:00+00:00,2023-10-09 12:00:00+00:00,short,1.3669,1.36543,1470,win,win,1.0
LON_ATTR_LONG,USDCAD,2023-10-23 08:15:00+00:00,2023-10-23 10:15:00+00:00,long,1.37155,1.37301,1460,win,win,1.0
LON_ATTR_SHORT,USDCAD,2023-12-04 10:15:00+00:00,2023-12-04 13:15:00+00:00,short,1.35409,1.35269,1400,loss,win,1.0
LON_ATTR_LONG,USDCAD,2024-01-10 09:30:00+00:00,2024-01-11 12:45:00+00:00,long,1.3373,1.33545,1850,loss,loss,-1.0
LON_ATTR_SHORT,USDCAD,2024-01-22 08:45:00+00:00,2024-01-22 12:00:00+00:00,short,1.34311,1.34171,1400,win,win,1.0
LON_ATTR_SHORT,USDCAD,2024-01-23 08:15:00+00:00,2024-01-23 14:45:00+00:00,short,1.34714,1.34844,1300,loss,loss,-1.0
LON_ATTR_LONG,USDCAD,2024-04-09 10:15:00+00:00,2024-04-09 11:30:00+00:00,long,1.35644,1.35757,1130,loss,win,1.0
LON_ATTR_LONG,USDCAD,2024-04-19 09:30:00+00:00,2024-04-19 10:00:00+00:00,long,1.37548,1.37612,640,win,win,1.0
LON_ATTR_SHORT,USDCAD,2024-04-22 12:00:00+00:00,2024-04-22 13:30:00+00:00,short,1.37206,1.37432,2260,win,loss,-1.0
LON_ATTR_LONG,USDCAD,2024-05-06 12:45:00+00:00,2024-05-07 06:00:00+00:00,long,1.3661,1.36837,2270,win,win,1.0
LON_ATTR_SHORT,USDCAD,2024-06-11 10:45:00+00:00,2024-06-11 13:30:00+00:00,short,1.37707,1.37844,1370,loss,loss,-1.0
LON_ATTR_LONG,USDCAD,2024-07-04 14:45:00+00:00,2024-07-05 06:00:00+00:00,long,1.36183,1.36045,1380,loss,loss,-1.0
LON_ATTR_LONG,USDCAD,2024-07-08 10:15:00+00:00,2024-07-08 10:30:00+00:00,long,1.36338,1.3638,420,win,win,1.0
LON_ATTR_LONG,USDCAD,2024-07-17 13:30:00+00:00,2024-07-18 18:15:00+00:00,long,1.367,1.37104,4040,win,win,1.0
LON_ATTR_LONG,USDCAD,2024-09-16 08:45:00+00:00,2024-09-16 12:15:00+00:00,long,1.35745,1.35861,1160,win,win,1.0
LON_ATTR_SHORT,USDCAD,2024-09-25 09:45:00+00:00,2024-09-25 12:30:00+00:00,short,1.34361,1.34527,1660,win,loss,-1.0
LON_ATTR_SHORT,USDCAD,2024-10-21 10:00:00+00:00,2024-10-21 14:30:00+00:00,short,1.38215,1.38333,1180,win,loss,-1.0
LON_ATTR_LONG,USDCAD,2024-11-06 09:30:00+00:00,2024-11-06 11:45:00+00:00,long,1.38989,1.39139,1500,win,win,1.0
LON_ATTR_SHORT,USDCAD,2024-11-12 10:30:00+00:00,2024-11-12 12:30:00+00:00,short,1.39629,1.39459,1700,loss,win,1.0
LON_ATTR_SHORT,USDCAD,2024-11-25 08:15:00+00:00,2024-11-25 16:45:00+00:00,short,1.39743,1.40047,3040,win,loss,-1.0
LON_ATTR_LONG,USDCAD,2024-12-09 15:15:00+00:00,2024-12-09 18:00:00+00:00,long,1.41187,1.41396,2090,win,win,1.0
LON_ATTR_SHORT,USDCAD,2024-12-10 09:45:00+00:00,2024-12-11 14:45:00+00:00,short,1.41761,1.41481,2800,loss,win,1.0
LON_ATTR_LONG,USDCAD,2025-01-06 07:30:00+00:00,2025-01-06 07:45:00+00:00,long,1.43931,1.43867,640,loss,loss,-1.0
LON_ATTR_LONG,USDCAD,2025-01-22 10:00:00+00:00,2025-01-22 13:30:00+00:00,long,1.4321,1.43503,2930,win,win,1.0
LON_ATTR_LONG,USDCAD,2025-03-04 09:00:00+00:00,2025-03-04 09:30:00+00:00,long,1.4438,1.44174,2060,loss,loss,-1.0
LON_ATTR_SHORT,USDCAD,2025-04-08 08:30:00+00:00,2025-04-08 09:15:00+00:00,short,1.41736,1.41986,2500,loss,loss,-1.0
LON_ATTR_LONG,USDCAD,2025-04-21 09:30:00+00:00,2025-04-21 16:00:00+00:00,long,1.37901,1.38207,3060,win,win,1.0
LON_ATTR_LONG,USDCAD,2025-05-06 08:15:00+00:00,2025-05-06 09:45:00+00:00,long,1.3814,1.38302,1620,win,win,1.0
LON_ATTR_SHORT,USDCAD,2025-05-12 17:30:00+00:00,2025-05-18 21:30:00+00:00,short,1.40138,1.3962,12870,win,timeout,0.0
LON_ATTR_LONG,USDCAD,2025-05-19 07:45:00+00:00,2025-05-19 14:45:00+00:00,long,1.39528,1.39276,2520,loss,loss,-1.0
LON_ATTR_SHORT,USDCAD,2025-05-21 08:45:00+00:00,2025-05-21 10:15:00+00:00,short,1.38933,1.38788,1450,win,win,1.0
LON_ATTR_SHORT,USDCAD,2025-05-27 10:15:00+00:00,2025-05-27 18:00:00+00:00,short,1.37627,1.37848,2210,loss,loss,-1.0
LON_ATTR_LONG,USDCAD,2025-06-10 11:45:00+00:00,2025-06-10 14:00:00+00:00,long,1.36922,1.36696,2260,win,loss,-1.0
LON_ATTR_LONG,USDCAD,2025-06-16 09:30:00+00:00,2025-06-16 12:15:00+00:00,long,1.35717,1.35601,1160,loss,loss,-1.0
LON_ATTR_SHORT,USDCAD,2025-07-04 18:00:00+00:00,2025-07-04 20:45:00+00:00,short,1.36086,1.35983,1030,loss,win,1.0
LON_ATTR_SHORT,USDCAD,2025-07-07 08:15:00+00:00,2025-07-07 11:45:00+00:00,short,1.36734,1.36591,1430,loss,win,1.0
LON_ATTR_LONG,USDCAD,2025-07-08 07:45:00+00:00,2025-07-08 08:00:00+00:00,long,1.3639,1.36434,440,win,win,1.0
LON_ATTR_LONG,USDCAD,2025-07-14 08:00:00+00:00,2025-07-14 12:45:00+00:00,long,1.36765,1.36904,1390,win,win,1.0
LON_ATTR_LONG,USDCAD,2025-07-18 15:00:00+00:00,2025-07-21 12:30:00+00:00,long,1.3718,1.36971,2090,win,loss,-1.0
LON_ATTR_LONG,USDCAD,2025-07-21 12:30:00+00:00,2025-07-21 21:00:00+00:00,long,1.36973,1.36748,2250,loss,loss,-1.0
LON_ATTR_SHORT,USDCAD,2025-08-11 09:30:00+00:00,2025-08-11 12:15:00+00:00,short,1.37713,1.37881,1680,loss,loss,-1.0
LON_ATTR_LONG,USDCAD,2025-08-13 08:45:00+00:00,2025-08-13 09:15:00+00:00,long,1.37635,1.37573,620,loss,loss,-1.0
LON_ATTR_SHORT,USDCAD,2025-08-25 14:00:00+00:00,2025-08-25 16:30:00+00:00,short,1.3825,1.38371,1210,loss,loss,-1.0
LON_ATTR_SHORT,USDCAD,2025-08-27 08:30:00+00:00,2025-08-27 14:45:00+00:00,short,1.38548,1.38305,2430,win,win,1.0
LON_ATTR_LONG,USDCAD,2025-09-08 08:30:00+00:00,2025-09-08 10:45:00+00:00,long,1.38179,1.38084,950,loss,loss,-1.0
LON_ATTR_LONG,USDCAD,2025-09-15 07:30:00+00:00,2025-09-15 10:15:00+00:00,long,1.38378,1.38258,1200,loss,loss,-1.0
LON_ATTR_SHORT,USDCAD,2025-10-07 09:30:00+00:00,2025-10-07 15:15:00+00:00,short,1.39563,1.39422,1410,loss,win,1.0
LON_ATTR_SHORT,USDCAD,2025-10-13 12:45:00+00:00,2025-10-14 06:00:00+00:00,short,1.40129,1.40518,3890,win,loss,-1.0
LON_ATTR_SHORT,USDCAD,2025-10-17 13:00:00+00:00,2025-10-17 19:45:00+00:00,short,1.40369,1.40089,2800,loss,win,1.0
LON_ATTR_SHORT,USDCAD,2025-10-30 13:00:00+00:00,2025-11-03 15:15:00+00:00,short,1.40125,1.40693,5680,loss,loss,-1.0
LON_ATTR_LONG,USDCAD,2025-11-13 10:15:00+00:00,2025-11-13 17:30:00+00:00,long,1.39921,1.4019,2690,loss,win,1.0
LON_ATTR_SHORT,USDCAD,2025-12-19 09:30:00+00:00,2025-12-19 13:45:00+00:00,short,1.37962,1.37834,1280,win,win,1.0
LON_ATTR_SHORT,USDCAD,2026-01-06 09:30:00+00:00,2026-01-06 12:30:00+00:00,short,1.37649,1.37807,1580,loss,loss,-1.0
LON_ATTR_LONG,USDCAD,2026-01-16 11:15:00+00:00,2026-01-16 12:30:00+00:00,long,1.38857,1.38929,720,win,win,1.0
LON_ATTR_SHORT,USDCAD,2026-02-16 15:45:00+00:00,2026-02-17 01:45:00+00:00,short,1.36286,1.36439,1530,loss,loss,-1.0
LON_ATTR_SHORT,USDCAD,2026-02-23 08:45:00+00:00,2026-02-23 11:15:00+00:00,short,1.36637,1.36813,1760,loss,loss,-1.0
LON_ATTR_SHORT,USDCAD,2026-02-24 08:00:00+00:00,2026-02-24 12:00:00+00:00,short,1.37032,1.37152,1200,win,loss,-1.0
LON_ATTR_SHORT,USDCAD,2026-03-03 15:15:00+00:00,2026-03-04 10:00:00+00:00,short,1.37314,1.36478,8360,win,win,1.0
LON_ATTR_LONG,USDCAD,2026-03-17 09:00:00+00:00,2026-03-17 15:15:00+00:00,long,1.36974,1.37165,1910,loss,win,1.0
LON_ATTR_SHORT,USDCAD,2026-03-27 11:15:00+00:00,2026-03-27 11:45:00+00:00,short,1.38514,1.38666,1520,win,loss,-1.0
LON_ATTR_SHORT,USDCAD,2026-04-16 09:45:00+00:00,2026-04-16 14:00:00+00:00,short,1.37291,1.37094,1970,win,win,1.0
LON_ATTR_LONG,USDCAD,2026-04-17 15:30:00+00:00,2026-04-19 22:00:00+00:00,long,1.36685,1.36986,3010,win,win,1.0
LON_ATTR_LONG,USDCAD,2026-04-24 13:00:00+00:00,2026-04-24 17:15:00+00:00,long,1.36888,1.367,1880,win,loss,-1.0
LON_ATTR_LONG,USDCAD,2026-04-27 09:30:00+00:00,2026-04-27 19:45:00+00:00,long,1.36102,1.36307,2050,win,win,1.0
LON_ATTR_SHORT,USDCAD,2026-05-04 08:00:00+00:00,2026-05-04 20:15:00+00:00,short,1.36044,1.36217,1730,loss,loss,-1.0
LON_ATTR_LONG,USDCAD,2026-05-07 08:30:00+00:00,2026-05-07 08:45:00+00:00,long,1.36256,1.36252,40,win,loss,-1.0
LON_ATTR_LONG,USDCAD,2026-05-11 15:00:00+00:00,2026-05-11 20:00:00+00:00,long,1.36662,1.3681,1480,win,win,1.0
GAP_REJ_LONG,USDCHF,2025-07-04 06:15:00+00:00,2025-07-04 19:15:00+00:00,long,0.79282,0.79463,1810,win,win,1.0
GAP_REJ_SHORT,USDCHF,2025-07-28 06:30:00+00:00,2025-07-28 09:30:00+00:00,short,0.79723,0.80009,2860,loss,loss,-1.0
REV_LONG,USDCHF,2025-07-28 07:15:00+00:00,2025-07-28 08:45:00+00:00,long,0.79642,0.79942,3000,win,win,1.0
GAP_REJ_SHORT,USDCHF,2025-10-13 09:00:00+00:00,2025-10-13 12:15:00+00:00,short,0.80324,0.8044,1160,loss,loss,-1.0
REV_SHORT,USDCHF,2025-10-17 07:00:00+00:00,2025-10-17 11:00:00+00:00,short,0.78811,0.79111,3000,loss,loss,-1.0
REV_SHORT,USDCHF,2025-10-28 07:00:00+00:00,2025-10-29 09:15:00+00:00,short,0.79435,0.79735,3000,loss,loss,-1.0
REV_SHORT,USDCHF,2025-10-28 07:15:00+00:00,2025-10-29 12:45:00+00:00,short,0.79459,0.79759,3000,loss,loss,-1.0
REV_SHORT,USDCHF,2025-10-28 09:30:00+00:00,2025-10-28 13:00:00+00:00,short,0.79336,0.79636,3000,loss,loss,-1.0
REV_SHORT,USDCHF,2025-10-28 09:45:00+00:00,2025-10-28 13:00:00+00:00,short,0.79343,0.79643,3000,loss,loss,-1.0
REV_SHORT,USDCHF,2025-10-28 10:00:00+00:00,2025-10-29 08:30:00+00:00,short,0.79382,0.79682,3000,loss,loss,-1.0
GAP_REJ_SHORT,USDCHF,2025-11-04 06:30:00+00:00,2025-11-04 07:00:00+00:00,short,0.80774,0.80734,400,win,win,1.0
ATTR_SHORT,USDCHF,2025-11-17 09:30:00+00:00,2025-11-17 10:30:00+00:00,short,0.79416,0.79503,870,loss,loss,-1.0
REV_SHORT,USDCHF,2025-11-27 07:45:00+00:00,2025-12-01 12:30:00+00:00,short,0.80468,0.80168,3000,win,win,1.0
GAP_REJ_LONG,USDCHF,2026-01-19 08:15:00+00:00,2026-01-19 08:30:00+00:00,long,0.79957,0.79951,60,loss,loss,-1.0
REV_SHORT,USDCHF,2026-01-20 07:00:00+00:00,2026-01-20 08:00:00+00:00,short,0.79601,0.79301,3000,win,win,1.0
ATTR_LONG,USDCHF,2026-02-09 08:00:00+00:00,2026-02-09 13:00:00+00:00,long,0.77306,0.76965,3410,loss,loss,-1.0
ATTR_LONG,USDCHF,2026-02-23 07:45:00+00:00,2026-02-23 08:00:00+00:00,long,0.77217,0.77283,660,win,win,1.0
REV_LONG,USDCHF,2026-03-09 08:00:00+00:00,2026-03-10 09:15:00+00:00,long,0.7782,0.7752,3000,loss,loss,-1.0
GAP_REJ_LONG,USDCHF,2026-03-16 16:45:00+00:00,2026-03-18 19:45:00+00:00,long,0.78787,0.79278,4910,loss,win,1.0
REV_LONG,USDCHF,2026-03-25 07:45:00+00:00,2026-03-26 11:30:00+00:00,long,0.78994,0.79294,3000,win,win,1.0
ATTR_LONG,USDCHF,2026-04-13 06:30:00+00:00,2026-04-13 06:45:00+00:00,long,0.79211,0.7911,1010,loss,loss,-1.0
REV_LONG,USDCHF,2026-04-28 09:45:00+00:00,2026-04-30 10:15:00+00:00,long,0.78984,0.78684,3000,win,loss,-1.0
GAP_REJ_LONG,USDCHF,2026-05-11 07:45:00+00:00,2026-05-11 08:00:00+00:00,long,0.7782,0.77807,130,loss,loss,-1.0
REV_LONG,USDCHF,2026-05-15 08:45:00+00:00,2026-05-15 20:45:00+00:00,long,0.78567,0.78636,3000,timeout,timeout,0.0
LON_ATTR_SHORT,USDCHF,2025-07-04 18:00:00+00:00,2025-07-04 19:15:00+00:00,short,0.79328,0.79431,1030,loss,loss,-1.0
LON_ATTR_SHORT,USDCHF,2025-07-07 08:15:00+00:00,2025-07-07 12:15:00+00:00,short,0.79657,0.798,1430,loss,loss,-1.0
LON_ATTR_LONG,USDCHF,2025-07-08 07:45:00+00:00,2025-07-08 08:00:00+00:00,long,0.796,0.79644,440,win,win,1.0
LON_ATTR_LONG,USDCHF,2025-07-14 08:00:00+00:00,2025-07-14 12:00:00+00:00,long,0.79742,0.79603,1390,win,loss,-1.0
LON_ATTR_LONG,USDCHF,2025-07-18 15:00:00+00:00,2025-07-18 19:00:00+00:00,long,0.79969,0.80178,2090,win,win,1.0
LON_ATTR_LONG,USDCHF,2025-07-21 12:30:00+00:00,2025-07-21 15:00:00+00:00,long,0.79935,0.7971,2250,loss,loss,-1.0
LON_ATTR_SHORT,USDCHF,2025-08-11 09:30:00+00:00,2025-08-11 11:45:00+00:00,short,0.80938,0.81106,1680,loss,loss,-1.0
LON_ATTR_LONG,USDCHF,2025-08-13 08:45:00+00:00,2025-08-13 09:00:00+00:00,long,0.80339,0.80277,620,loss,loss,-1.0
LON_ATTR_SHORT,USDCHF,2025-08-25 14:00:00+00:00,2025-08-25 15:45:00+00:00,short,0.80243,0.80364,1210,loss,loss,-1.0
LON_ATTR_SHORT,USDCHF,2025-08-27 08:30:00+00:00,2025-08-27 14:00:00+00:00,short,0.80675,0.80432,2430,win,win,1.0
LON_ATTR_LONG,USDCHF,2025-09-08 08:30:00+00:00,2025-09-08 12:45:00+00:00,long,0.79592,0.79497,950,loss,loss,-1.0
LON_ATTR_LONG,USDCHF,2025-09-15 07:30:00+00:00,2025-09-15 10:00:00+00:00,long,0.79627,0.79507,1200,loss,loss,-1.0
LON_ATTR_SHORT,USDCHF,2025-10-07 09:30:00+00:00,2025-10-07 21:15:00+00:00,short,0.79794,0.79653,1410,loss,win,1.0
LON_ATTR_SHORT,USDCHF,2025-10-13 12:45:00+00:00,2025-10-14 16:00:00+00:00,short,0.80465,0.80076,3890,win,win,1.0
LON_ATTR_SHORT,USDCHF,2025-10-17 13:00:00+00:00,2025-10-21 10:00:00+00:00,short,0.79219,0.79499,2800,loss,loss,-1.0
LON_ATTR_SHORT,USDCHF,2025-10-30 13:00:00+00:00,2025-11-03 14:15:00+00:00,short,0.80317,0.80885,5680,loss,loss,-1.0
LON_ATTR_LONG,USDCHF,2025-11-06 13:00:00+00:00,2025-11-06 22:00:00+00:00,long,0.80781,0.80598,1830,loss,loss,-1.0
LON_ATTR_LONG,USDCHF,2025-11-07 11:30:00+00:00,2025-11-07 14:45:00+00:00,long,0.80577,0.80404,1730,loss,loss,-1.0
LON_ATTR_LONG,USDCHF,2025-11-13 10:15:00+00:00,2025-11-13 15:45:00+00:00,long,0.79522,0.79253,2690,loss,loss,-1.0
LON_ATTR_LONG,USDCHF,2025-11-17 08:00:00+00:00,2025-11-17 08:15:00+00:00,long,0.79375,0.79449,740,win,win,1.0
LON_ATTR_SHORT,USDCHF,2025-12-19 09:30:00+00:00,2025-12-22 08:45:00+00:00,short,0.79503,0.79375,1280,win,win,1.0
LON_ATTR_SHORT,USDCHF,2026-01-06 09:30:00+00:00,2026-01-06 15:00:00+00:00,short,0.79244,0.79402,1580,loss,loss,-1.0
LON_ATTR_LONG,USDCHF,2026-01-16 11:15:00+00:00,2026-01-16 15:00:00+00:00,long,0.80173,0.80101,720,win,loss,-1.0
LON_ATTR_SHORT,USDCHF,2026-02-16 15:45:00+00:00,2026-02-17 13:00:00+00:00,short,0.76936,0.77089,1530,loss,loss,-1.0
LON_ATTR_SHORT,USDCHF,2026-02-17 07:45:00+00:00,2026-02-17 08:45:00+00:00,short,0.77044,0.76917,1270,win,win,1.0
LON_ATTR_SHORT,USDCHF,2026-02-23 08:45:00+00:00,2026-02-23 11:00:00+00:00,short,0.77351,0.77527,1760,loss,loss,-1.0
LON_ATTR_SHORT,USDCHF,2026-02-24 08:00:00+00:00,2026-02-24 08:30:00+00:00,short,0.77531,0.77411,1200,win,win,1.0
LON_ATTR_SHORT,USDCHF,2026-03-03 15:15:00+00:00,2026-03-04 21:45:00+00:00,short,0.78664,0.77828,8360,win,win,1.0
LON_ATTR_LONG,USDCHF,2026-03-17 09:00:00+00:00,2026-03-17 16:15:00+00:00,long,0.78707,0.78516,1910,loss,loss,-1.0
LON_ATTR_SHORT,USDCHF,2026-03-27 11:15:00+00:00,2026-03-27 13:30:00+00:00,short,0.79728,0.79576,1520,win,win,1.0
LON_ATTR_SHORT,USDCHF,2026-04-16 09:45:00+00:00,2026-04-17 12:15:00+00:00,short,0.78373,0.78176,1970,win,win,1.0
LON_ATTR_LONG,USDCHF,2026-04-17 15:30:00+00:00,2026-04-19 22:00:00+00:00,long,0.77962,0.78263,3010,win,win,1.0
LON_ATTR_LONG,USDCHF,2026-04-20 07:15:00+00:00,2026-04-20 07:30:00+00:00,long,0.78184,0.78233,490,win,win,1.0
LON_ATTR_LONG,USDCHF,2026-04-24 13:00:00+00:00,2026-04-24 20:45:00+00:00,long,0.78638,0.7845,1880,win,loss,-1.0
LON_ATTR_LONG,USDCHF,2026-04-27 09:30:00+00:00,2026-04-27 17:15:00+00:00,long,0.78393,0.78598,2050,win,win,1.0
LON_ATTR_SHORT,USDCHF,2026-05-04 08:00:00+00:00,2026-05-05 15:30:00+00:00,short,0.78313,0.7814,1730,loss,win,1.0
LON_ATTR_LONG,USDCHF,2026-05-07 08:30:00+00:00,2026-05-07 08:45:00+00:00,long,0.77765,0.77761,40,win,loss,-1.0
LON_ATTR_LONG,USDCHF,2026-05-11 15:00:00+00:00,2026-05-12 00:30:00+00:00,long,0.77712,0.7786,1480,win,win,1.0
GAP_REJ_LONG,USDJPY,2023-10-09 18:30:00+00:00,2023-10-09 22:00:00+00:00,long,148.578,148.422,1560,loss,loss,-1.0
GAP_REJ_LONG,USDJPY,2023-10-10 09:00:00+00:00,2023-10-10 11:00:00+00:00,long,148.927,149.073,1460,win,win,1.0
GAP_REJ_LONG,USDJPY,2023-10-20 13:15:00+00:00,2023-10-20 13:30:00+00:00,long,149.935,149.899,360,loss,loss,-1.0
GAP_REJ_LONG,USDJPY,2023-10-30 07:15:00+00:00,2023-10-30 07:30:00+00:00,long,149.418,149.461,430,win,win,1.0
ATTR_SHORT,USDJPY,2023-12-04 09:00:00+00:00,2023-12-04 14:15:00+00:00,short,146.728,147.006,2780,loss,loss,-1.0
GAP_REJ_LONG,USDJPY,2024-01-08 10:15:00+00:00,2024-01-08 10:30:00+00:00,long,144.363,144.335,280,loss,loss,-1.0
GAP_REJ_SHORT,USDJPY,2024-01-29 11:45:00+00:00,2024-01-29 12:45:00+00:00,short,147.873,147.974,1010,win,loss,-1.0
GAP_REJ_LONG,USDJPY,2024-02-07 11:45:00+00:00,2024-02-07 12:00:00+00:00,long,148.083,148.108,250,win,win,1.0
ATTR_LONG,USDJPY,2024-10-07 08:15:00+00:00,2024-10-07 08:30:00+00:00,long,148.159,148.066,930,win,loss,-1.0
GAP_REJ_SHORT,USDJPY,2024-10-14 08:30:00+00:00,2024-10-14 08:45:00+00:00,short,149.418,149.431,130,loss,loss,-1.0
ATTR_SHORT,USDJPY,2024-10-28 07:30:00+00:00,2024-10-28 07:45:00+00:00,short,153.225,153.246,210,loss,loss,-1.0
REV_SHORT,USDJPY,2024-11-25 10:15:00+00:00,2024-11-25 13:00:00+00:00,short,154.374,154.074,3000,win,win,1.0
GAP_REJ_SHORT,USDJPY,2024-12-30 07:30:00+00:00,2024-12-30 07:45:00+00:00,short,157.824,157.862,380,loss,loss,-1.0
